source,target,te_forward,te_backward,net_te,dominant_direction
NTRS,ELV,0.011166,0.0,0.011166,NTRS->ELV
ADP,ARES,0.0,0.011166,-0.011166,ARES->ADP
SBUX,FOXA,0.0,0.011163,-0.011163,FOXA->SBUX
DXCM,ETN,0.0,0.011162,-0.011162,ETN->DXCM
ISRG,DHR,0.011161,0.0,0.011161,ISRG->DHR
MRSH,WAT,0.01116,0.0,0.01116,MRSH->WAT
BR,EMR,0.0,0.011153,-0.011153,EMR->BR
PNW,ALLE,0.0,0.011153,-0.011153,ALLE->PNW
NWSA,XEL,0.0,0.01115,-0.01115,XEL->NWSA
MTB,AVY,0.0,0.01115,-0.01115,AVY->MTB
NEE,CSX,0.011147,0.0,0.011147,NEE->CSX
PCG,AMP,0.011142,0.0,0.011142,PCG->AMP
PSA,BX,0.0,0.011141,-0.011141,BX->PSA
PEG,CRH,0.011133,0.0,0.011133,PEG->CRH
MSCI,GLW,0.011133,0.0,0.011133,MSCI->GLW
ADSK,AOS,0.011132,0.0,0.011132,ADSK->AOS
VMC,XYL,0.011131,0.0,0.011131,VMC->XYL
PPG,CSGP,0.0,0.011131,-0.011131,CSGP->PPG
MSI,VMC,0.011128,0.0,0.011128,MSI->VMC
ROP,CBRE,0.011127,0.0,0.011127,ROP->CBRE
NI,WY,0.0,0.011125,-0.011125,WY->NI
CME,APH,0.0,0.011123,-0.011123,APH->CME
CCL,DOW,0.0,0.01112,-0.01112,DOW->CCL
SWKS,DUK,0.01112,0.0,0.01112,SWKS->DUK
FCX,EW,0.01112,0.0,0.01112,FCX->EW
APTV,GPN,0.0,0.011119,-0.011119,GPN->APTV
PH,GRMN,0.0,0.011118,-0.011118,GRMN->PH
ABBV,DLTR,0.0,0.011115,-0.011115,DLTR->ABBV
CVNA,ACN,0.0,0.011114,-0.011114,ACN->CVNA
NOC,COF,0.0,0.01111,-0.01111,COF->NOC
NDAQ,CNC,0.011109,0.0,0.011109,NDAQ->CNC
NKE,AON,0.0,0.011108,-0.011108,AON->NKE
CHD,DRI,0.011105,0.0,0.011105,CHD->DRI
SPG,FANG,0.0,0.0111,-0.0111,FANG->SPG
TSN,CVNA,0.0,0.0111,-0.0111,CVNA->TSN
NWSA,BBY,0.011097,0.0,0.011097,NWSA->BBY
TRV,HII,0.0,0.011097,-0.011097,HII->TRV
PEP,CPRT,0.011094,0.0,0.011094,PEP->CPRT
ACN,GRMN,0.011089,0.0,0.011089,ACN->GRMN
WFC,EME,0.0,0.011086,-0.011086,EME->WFC
UHS,AVB,0.0,0.011084,-0.011084,AVB->UHS
PM,BG,0.011084,0.0,0.011084,PM->BG
KO,DXCM,0.011084,0.0,0.011084,KO->DXCM
KLAC,CVS,0.0,0.011084,-0.011084,CVS->KLAC
CDW,BAX,0.011081,0.0,0.011081,CDW->BAX
MSCI,EXPD,0.011079,0.0,0.011079,MSCI->EXPD
WY,CME,0.011077,0.0,0.011077,WY->CME
TEL,BAX,0.011073,0.0,0.011073,TEL->BAX
NWSA,AMGN,0.0,0.011072,-0.011072,AMGN->NWSA
PFG,HCA,0.01107,0.0,0.01107,PFG->HCA
PH,FRT,0.0,0.011069,-0.011069,FRT->PH
MAA,SPG,0.011068,0.0,0.011068,MAA->SPG
ACGL,CSX,0.011066,0.0,0.011066,ACGL->CSX
JPM,ADP,0.0,0.011066,-0.011066,ADP->JPM
IR,AXON,0.011058,0.0,0.011058,IR->AXON
ON,WAB,0.0,0.011057,-0.011057,WAB->ON
CTAS,AMZN,0.0,0.011057,-0.011057,AMZN->CTAS
AMT,DLR,0.011053,0.0,0.011053,AMT->DLR
CDW,CPT,0.011051,0.0,0.011051,CDW->CPT
PFE,GDDY,0.011046,0.0,0.011046,PFE->GDDY
STX,CRL,0.011045,0.0,0.011045,STX->CRL
WMT,ROK,0.011044,0.0,0.011044,WMT->ROK
IP,CCL,0.011044,0.0,0.011044,IP->CCL
PRU,ESS,0.0,0.011044,-0.011044,ESS->PRU
NFLX,SYK,0.011039,0.0,0.011039,NFLX->SYK
BRO,GNRC,0.011038,0.0,0.011038,BRO->GNRC
LII,DRI,0.011036,0.0,0.011036,LII->DRI
FTV,CPAY,0.011032,0.0,0.011032,FTV->CPAY
IP,TSLA,0.011027,0.0,0.011027,IP->TSLA
AIG,BAC,0.0,0.011027,-0.011027,BAC->AIG
PODD,MO,0.0,0.011027,-0.011027,MO->PODD
CFG,HCA,0.011025,0.0,0.011025,CFG->HCA
OXY,MA,0.0,0.011025,-0.011025,MA->OXY
LIN,BKR,0.0,0.011023,-0.011023,BKR->LIN
CRL,GS,0.0,0.011023,-0.011023,GS->CRL
GILD,HSY,0.0,0.011022,-0.011022,HSY->GILD
PGR,FTNT,0.0,0.011022,-0.011022,FTNT->PGR
SO,ALB,0.0,0.011021,-0.011021,ALB->SO
PHM,FOXA,0.0,0.011019,-0.011019,FOXA->PHM
QCOM,SBUX,0.011014,0.0,0.011014,QCOM->SBUX
WELL,AEP,0.0,0.011013,-0.011013,AEP->WELL
WYNN,HAL,0.011013,0.0,0.011013,WYNN->HAL
JNJ,WMB,0.0,0.011009,-0.011009,WMB->JNJ
JCI,JBHT,0.0,0.011009,-0.011009,JBHT->JCI
NXPI,AVGO,0.011009,0.0,0.011009,NXPI->AVGO
CAH,CRH,0.011007,0.0,0.011007,CAH->CRH
SPG,EXPE,0.0,0.011007,-0.011007,EXPE->SPG
INTU,GLW,0.011006,0.0,0.011006,INTU->GLW
NTRS,NRG,0.0,0.011006,-0.011006,NRG->NTRS
CCL,CTAS,0.011004,0.0,0.011004,CCL->CTAS
NDSN,HD,0.0,0.011002,-0.011002,HD->NDSN
NVR,MDLZ,0.0,0.010998,-0.010998,MDLZ->NVR
SYF,EG,0.0,0.010996,-0.010996,EG->SYF
OXY,CBRE,0.010994,0.0,0.010994,OXY->CBRE
CPT,AFL,0.0,0.010994,-0.010994,AFL->CPT
F,HCA,0.010993,0.0,0.010993,F->HCA
JPM,VEEV,0.0,0.010989,-0.010989,VEEV->JPM
TRGP,SYY,0.0,0.010986,-0.010986,SYY->TRGP
WST,BR,0.010983,0.0,0.010983,WST->BR
NSC,URI,0.0,0.010983,-0.010983,URI->NSC
VST,DVN,0.010983,0.0,0.010983,VST->DVN
WYNN,XOM,0.01098,0.0,0.01098,WYNN->XOM
PNW,DELL,0.0,0.01098,-0.01098,DELL->PNW
JKHY,UNH,0.010979,0.0,0.010979,JKHY->UNH
AME,HIG,0.010977,0.0,0.010977,AME->HIG
PNC,HSY,0.0,0.010973,-0.010973,HSY->PNC
TT,SRE,0.010972,0.0,0.010972,TT->SRE
BR,GNRC,0.010972,0.0,0.010972,BR->GNRC
IRM,VRT,0.0,0.010969,-0.010969,VRT->IRM
ES,ETN,0.010967,0.0,0.010967,ES->ETN
MSI,HSIC,0.010966,0.0,0.010966,MSI->HSIC
LYV,GDDY,0.010964,0.0,0.010964,LYV->GDDY
BAX,DRI,0.0,0.010964,-0.010964,DRI->BAX
BMY,AVB,0.010961,0.0,0.010961,BMY->AVB
TRGP,COF,0.0,0.01096,-0.01096,COF->TRGP
NRG,BAX,0.0,0.010957,-0.010957,BAX->NRG
KHC,WST,0.010954,0.0,0.010954,KHC->WST
ON,XOM,0.010954,0.0,0.010954,ON->XOM
WRB,ADBE,0.010954,0.0,0.010954,WRB->ADBE
SLB,BAX,0.0,0.010953,-0.010953,BAX->SLB
UPS,CPT,0.01095,0.0,0.01095,UPS->CPT
WRB,GOOGL,0.0,0.010944,-0.010944,GOOGL->WRB
FE,ES,0.010943,0.0,0.010943,FE->ES
ITW,TDG,0.0,0.010942,-0.010942,TDG->ITW
RSG,FANG,0.010942,0.0,0.010942,RSG->FANG
TT,RJF,0.0,0.01094,-0.01094,RJF->TT
BRO,HUBB,0.0,0.010937,-0.010937,HUBB->BRO
MAS,BKR,0.0,0.010936,-0.010936,BKR->MAS
KR,GPC,0.0,0.010936,-0.010936,GPC->KR
MOS,WM,0.010933,0.0,0.010933,MOS->WM
CVX,DELL,0.0,0.010931,-0.010931,DELL->CVX
XEL,EPAM,0.0,0.010929,-0.010929,EPAM->XEL
ISRG,APD,0.010928,0.0,0.010928,ISRG->APD
INTU,CVS,0.0,0.010927,-0.010927,CVS->INTU
VICI,DGX,0.010926,0.0,0.010926,VICI->DGX
TRGP,FOXA,0.0,0.010926,-0.010926,FOXA->TRGP
LIN,OTIS,0.010925,0.0,0.010925,LIN->OTIS
UAL,DAL,0.0,0.010922,-0.010922,DAL->UAL
AJG,ZTS,0.0,0.010921,-0.010921,ZTS->AJG
VTR,FAST,0.0,0.010919,-0.010919,FAST->VTR
PAYX,IP,0.0,0.010917,-0.010917,IP->PAYX
SO,CCI,0.0,0.010915,-0.010915,CCI->SO
CPB,SATS,0.010913,0.0,0.010913,CPB->SATS
KKR,PRU,0.010913,0.0,0.010913,KKR->PRU
SRE,MMM,0.01091,0.0,0.01091,SRE->MMM
LII,CCI,0.010909,0.0,0.010909,LII->CCI
XOM,DOC,0.0,0.010903,-0.010903,DOC->XOM
PHM,HLT,0.010898,0.0,0.010898,PHM->HLT
PWR,CL,0.0,0.010896,-0.010896,CL->PWR
TRV,BAX,0.010894,0.0,0.010894,TRV->BAX
TRMB,HWM,0.0,0.010886,-0.010886,HWM->TRMB
PODD,WBD,0.010885,0.0,0.010885,PODD->WBD
COF,COP,0.010884,0.0,0.010884,COF->COP
AMGN,EBAY,0.0,0.010881,-0.010881,EBAY->AMGN
IP,GS,0.010876,0.0,0.010876,IP->GS
WELL,GM,0.0,0.010872,-0.010872,GM->WELL
MSI,HII,0.010867,0.0,0.010867,MSI->HII
BAX,ETN,0.0,0.010867,-0.010867,ETN->BAX
IRM,CPB,0.010864,0.0,0.010864,IRM->CPB
NVDA,PSKY,0.010861,0.0,0.010861,NVDA->PSKY
PTC,EXPD,0.0,0.01086,-0.01086,EXPD->PTC
META,APA,0.0,0.010857,-0.010857,APA->META
SBUX,HBAN,0.0,0.010856,-0.010856,HBAN->SBUX
MPC,CPT,0.0,0.010852,-0.010852,CPT->MPC
LYV,TDY,0.010852,0.0,0.010852,LYV->TDY
WYNN,FTNT,0.010851,0.0,0.010851,WYNN->FTNT
KMB,VEEV,0.0,0.01085,-0.01085,VEEV->KMB
EXC,GM,0.0,0.010849,-0.010849,GM->EXC
PSKY,VLO,0.0,0.010848,-0.010848,VLO->PSKY
LH,PSA,0.010847,0.0,0.010847,LH->PSA
CME,AMAT,0.0,0.010846,-0.010846,AMAT->CME
MRK,CDNS,0.0,0.010841,-0.010841,CDNS->MRK
TROW,HUM,0.0,0.010837,-0.010837,HUM->TROW
DGX,AVY,0.0,0.010835,-0.010835,AVY->DGX
SYF,SPG,0.010834,0.0,0.010834,SYF->SPG
LDOS,HON,0.010834,0.0,0.010834,LDOS->HON
TMO,CAT,0.0,0.010831,-0.010831,CAT->TMO
CTSH,CPAY,0.0,0.010831,-0.010831,CPAY->CTSH
PFG,RCL,0.0,0.010828,-0.010828,RCL->PFG
ULTA,APH,0.0,0.010828,-0.010828,APH->ULTA
CF,AFL,0.010827,0.0,0.010827,CF->AFL
CAG,EOG,0.0,0.010825,-0.010825,EOG->CAG
SBUX,HPQ,0.0,0.010823,-0.010823,HPQ->SBUX
NVDA,DOC,0.0,0.010821,-0.010821,DOC->NVDA
LIN,SPG,0.010821,0.0,0.010821,LIN->SPG
LHX,GL,0.010817,0.0,0.010817,LHX->GL
NSC,AMZN,0.0,0.010817,-0.010817,AMZN->NSC
AVY,HAL,0.010812,0.0,0.010812,AVY->HAL
CRM,SYY,0.0,0.010808,-0.010808,SYY->CRM
MSI,MAA,0.0,0.010808,-0.010808,MAA->MSI
NWSA,AVGO,0.010807,0.0,0.010807,NWSA->AVGO
META,MA,0.010807,0.0,0.010807,META->MA
OXY,LUV,0.010804,0.0,0.010804,OXY->LUV
SMCI,CNC,0.0,0.010803,-0.010803,CNC->SMCI
TSN,TYL,0.0,0.010803,-0.010803,TYL->TSN
WY,WM,0.010802,0.0,0.010802,WY->WM
AIG,GDDY,0.0108,0.0,0.0108,AIG->GDDY
SNPS,EXC,0.0,0.010799,-0.010799,EXC->SNPS
CRM,ALGN,0.0,0.010798,-0.010798,ALGN->CRM
MSFT,TECH,0.010797,0.0,0.010797,MSFT->TECH
MAR,AMGN,0.0,0.010797,-0.010797,AMGN->MAR
CHRW,DRI,0.0,0.010797,-0.010797,DRI->CHRW
TAP,EPAM,0.0,0.010792,-0.010792,EPAM->TAP
SHW,GS,0.010792,0.0,0.010792,SHW->GS
AME,ETR,0.010788,0.0,0.010788,AME->ETR
LEN,DGX,0.01078,0.0,0.01078,LEN->DGX
CAG,GPN,0.010779,0.0,0.010779,CAG->GPN
ORLY,XYL,0.010776,0.0,0.010776,ORLY->XYL
MRNA,DOV,0.010774,0.0,0.010774,MRNA->DOV
CVX,AON,0.0,0.010773,-0.010773,AON->CVX
LYV,ZBH,0.010772,0.0,0.010772,LYV->ZBH
LULU,WST,0.0,0.010771,-0.010771,WST->LULU
J,TRV,0.0,0.010771,-0.010771,TRV->J
MLM,GRMN,0.010771,0.0,0.010771,MLM->GRMN
FAST,GM,0.01077,0.0,0.01077,FAST->GM
WELL,TDG,0.0,0.010767,-0.010767,TDG->WELL
MPC,FANG,0.0,0.010765,-0.010765,FANG->MPC
ROST,IEX,0.0,0.010765,-0.010765,IEX->ROST
AON,ERIE,0.010763,0.0,0.010763,AON->ERIE
WFC,DG,0.0,0.010763,-0.010763,DG->WFC
SYY,CAT,0.010762,0.0,0.010762,SYY->CAT
KMB,WSM,0.0,0.010762,-0.010762,WSM->KMB
ESS,EPAM,0.0,0.010761,-0.010761,EPAM->ESS
TRGP,EQR,0.0,0.010759,-0.010759,EQR->TRGP
XEL,MMM,0.010756,0.0,0.010756,XEL->MMM
OMC,ADSK,0.010754,0.0,0.010754,OMC->ADSK
IP,MTB,0.010753,0.0,0.010753,IP->MTB
TROW,HUBB,0.0,0.010752,-0.010752,HUBB->TROW
BKNG,CCI,0.0,0.010752,-0.010752,CCI->BKNG
NTAP,CME,0.010751,0.0,0.010751,NTAP->CME
NFLX,AME,0.010751,0.0,0.010751,NFLX->AME
PEG,EME,0.0,0.010749,-0.010749,EME->PEG
PRU,VEEV,0.0,0.010749,-0.010749,VEEV->PRU
NTAP,PAYX,0.010748,0.0,0.010748,NTAP->PAYX
MSI,TRGP,0.010748,0.0,0.010748,MSI->TRGP
MMM,HBAN,0.0,0.010748,-0.010748,HBAN->MMM
ZTS,EQR,0.010747,0.0,0.010747,ZTS->EQR
YUM,EIX,0.0,0.010744,-0.010744,EIX->YUM
OKE,XOM,0.0,0.010743,-0.010743,XOM->OKE
MS,GLW,0.010743,0.0,0.010743,MS->GLW
VRT,TT,0.0,0.010742,-0.010742,TT->VRT
KR,VICI,0.010741,0.0,0.010741,KR->VICI
L,TTWO,0.0,0.010738,-0.010738,TTWO->L
PSX,AAPL,0.010737,0.0,0.010737,PSX->AAPL
NFLX,LHX,0.010737,0.0,0.010737,NFLX->LHX
VRT,AON,0.010736,0.0,0.010736,VRT->AON
ARE,DELL,0.0,0.010736,-0.010736,DELL->ARE
NTRS,GE,0.010732,0.0,0.010732,NTRS->GE
OKE,CCL,0.0,0.010731,-0.010731,CCL->OKE
WM,C,0.0,0.010723,-0.010723,C->WM
VMC,IT,0.0,0.010722,-0.010722,IT->VMC
AIG,EBAY,0.010721,0.0,0.010721,AIG->EBAY
ED,CPT,0.0,0.01072,-0.01072,CPT->ED
TXT,SWK,0.01072,0.0,0.01072,TXT->SWK
WSM,RL,0.0,0.010719,-0.010719,RL->WSM
MRK,RJF,0.0,0.010718,-0.010718,RJF->MRK
EVRG,CARR,0.0,0.010718,-0.010718,CARR->EVRG
NTRS,PNW,0.010717,0.0,0.010717,NTRS->PNW
OXY,FOXA,0.0,0.010715,-0.010715,FOXA->OXY
FSLR,GL,0.0,0.010714,-0.010714,GL->FSLR
IEX,CTSH,0.0,0.010712,-0.010712,CTSH->IEX
WDC,CME,0.010712,0.0,0.010712,WDC->CME
QCOM,GL,0.010711,0.0,0.010711,QCOM->GL
MKC,EXPD,0.01071,0.0,0.01071,MKC->EXPD
IP,EQIX,0.010709,0.0,0.010709,IP->EQIX
HCA,GM,0.0,0.010708,-0.010708,GM->HCA
INTU,TMUS,0.010706,0.0,0.010706,INTU->TMUS
PGR,BAC,0.010704,0.0,0.010704,PGR->BAC
LYV,LMT,0.010702,0.0,0.010702,LYV->LMT
SRE,GM,0.0,0.010699,-0.010699,GM->SRE
MCK,ADSK,0.0,0.010698,-0.010698,ADSK->MCK
NEE,O,0.010697,0.0,0.010697,NEE->O
MOS,DRI,0.010696,0.0,0.010696,MOS->DRI
VRTX,CBOE,0.0,0.010693,-0.010693,CBOE->VRTX
XEL,CDW,0.010692,0.0,0.010692,XEL->CDW
TRMB,DD,0.0,0.010692,-0.010692,DD->TRMB
VMC,HWM,0.0,0.010688,-0.010688,HWM->VMC
A,FISV,0.010685,0.0,0.010685,A->FISV
POOL,AVY,0.010685,0.0,0.010685,POOL->AVY
INTC,HUM,0.0,0.010684,-0.010684,HUM->INTC
SMCI,STZ,0.0,0.010682,-0.010682,STZ->SMCI
CBRE,FTV,0.0,0.01068,-0.01068,FTV->CBRE
GWW,LNT,0.0,0.010677,-0.010677,LNT->GWW
GOOGL,HCA,0.0,0.010673,-0.010673,HCA->GOOGL
TTD,GDDY,0.010672,0.0,0.010672,TTD->GDDY
WDAY,C,0.010672,0.0,0.010672,WDAY->C
APA,FISV,0.010664,0.0,0.010664,APA->FISV
MSI,YUM,0.0,0.010663,-0.010663,YUM->MSI
UHS,UDR,0.0,0.010663,-0.010663,UDR->UHS
MAR,CCL,0.010663,0.0,0.010663,MAR->CCL
UHS,CRH,0.0,0.010656,-0.010656,CRH->UHS
KMI,STZ,0.010655,0.0,0.010655,KMI->STZ
MSCI,BIIB,0.010654,0.0,0.010654,MSCI->BIIB
ICE,CMCSA,0.0,0.010651,-0.010651,CMCSA->ICE
LULU,SBUX,0.0,0.01065,-0.01065,SBUX->LULU
INTU,RJF,0.01065,0.0,0.01065,INTU->RJF
SMCI,CAH,0.0,0.010648,-0.010648,CAH->SMCI
TKO,BEN,0.0,0.010647,-0.010647,BEN->TKO
PCG,CPRT,0.0,0.010645,-0.010645,CPRT->PCG
PKG,INTU,0.0,0.010642,-0.010642,INTU->PKG
ALL,GRMN,0.010642,0.0,0.010642,ALL->GRMN
RJF,AMT,0.0,0.010641,-0.010641,AMT->RJF
TRGP,ARES,0.0,0.010641,-0.010641,ARES->TRGP
ON,ITW,0.0,0.01064,-0.01064,ITW->ON
MA,LYB,0.01064,0.0,0.01064,MA->LYB
DD,ETR,0.010639,0.0,0.010639,DD->ETR
MRK,CAT,0.010638,0.0,0.010638,MRK->CAT
KR,FANG,0.0,0.010637,-0.010637,FANG->KR
LULU,EMR,0.0,0.010636,-0.010636,EMR->LULU
MGM,OXY,0.0,0.010634,-0.010634,OXY->MGM
GL,EQR,0.0,0.010634,-0.010634,EQR->GL
CAT,AVY,0.010632,0.0,0.010632,CAT->AVY
MCK,BLK,0.0,0.010632,-0.010632,BLK->MCK
CBRE,GL,0.010632,0.0,0.010632,CBRE->GL
CMS,BAX,0.0,0.010632,-0.010632,BAX->CMS
TTD,AFL,0.0,0.010631,-0.010631,AFL->TTD
NTRS,RL,0.010631,0.0,0.010631,NTRS->RL
KIM,DG,0.0,0.010631,-0.010631,DG->KIM
STX,GPN,0.010631,0.0,0.010631,STX->GPN
LRCX,UDR,0.010628,0.0,0.010628,LRCX->UDR
STT,DLTR,0.0,0.010627,-0.010627,DLTR->STT
JCI,MAR,0.0,0.010625,-0.010625,MAR->JCI
KMI,SMCI,0.0,0.010625,-0.010625,SMCI->KMI
MRNA,HUM,0.0,0.010623,-0.010623,HUM->MRNA
MPWR,NXPI,0.0,0.010622,-0.010622,NXPI->MPWR
OKE,GNRC,0.0,0.01062,-0.01062,GNRC->OKE
ZBH,FRT,0.010619,0.0,0.010619,ZBH->FRT
MOS,AXP,0.0,0.010618,-0.010618,AXP->MOS
HPE,DECK,0.010617,0.0,0.010617,HPE->DECK
LIN,CRH,0.010617,0.0,0.010617,LIN->CRH
ON,DOW,0.0,0.010616,-0.010616,DOW->ON
SYF,DE,0.0,0.010615,-0.010615,DE->SYF
PH,WAB,0.0,0.010614,-0.010614,WAB->PH
VEEV,AMT,0.010614,0.0,0.010614,VEEV->AMT
ODFL,TRGP,0.010613,0.0,0.010613,ODFL->TRGP
PPL,VRSN,0.010613,0.0,0.010613,PPL->VRSN
IQV,DXCM,0.01061,0.0,0.01061,IQV->DXCM
TT,FITB,0.0,0.01061,-0.01061,FITB->TT
PG,TDG,0.01061,0.0,0.01061,PG->TDG
UAL,RTX,0.010609,0.0,0.010609,UAL->RTX
MLM,CHD,0.010609,0.0,0.010609,MLM->CHD
ORCL,BF-B,0.0,0.010606,-0.010606,BF-B->ORCL
LYB,TJX,0.0,0.010602,-0.010602,TJX->LYB
AXON,ARES,0.010601,0.0,0.010601,AXON->ARES
JCI,ATO,0.0,0.010601,-0.010601,ATO->JCI
PPL,MMM,0.0106,0.0,0.0106,PPL->MMM
TT,CPT,0.010594,0.0,0.010594,TT->CPT
SYY,CVX,0.010592,0.0,0.010592,SYY->CVX
PAYX,KMB,0.010592,0.0,0.010592,PAYX->KMB
NEE,EXR,0.0,0.010591,-0.010591,EXR->NEE
ON,JKHY,0.0,0.010591,-0.010591,JKHY->ON
NVDA,CMI,0.0,0.010589,-0.010589,CMI->NVDA
NUE,CAH,0.010587,0.0,0.010587,NUE->CAH
TMUS,F,0.010585,0.0,0.010585,TMUS->F
RSG,COP,0.010585,0.0,0.010585,RSG->COP
AMAT,GL,0.010585,0.0,0.010585,AMAT->GL
SPG,HRL,0.010584,0.0,0.010584,SPG->HRL
CRM,CFG,0.0,0.010583,-0.010583,CFG->CRM
TT,AES,0.0,0.01058,-0.01058,AES->TT
MRNA,TJX,0.0,0.010578,-0.010578,TJX->MRNA
VRT,ARE,0.010577,0.0,0.010577,VRT->ARE
TTD,BRO,0.0,0.010575,-0.010575,BRO->TTD
KEYS,GL,0.010572,0.0,0.010572,KEYS->GL
PRU,CAH,0.010571,0.0,0.010571,PRU->CAH
BKNG,FITB,0.0,0.01057,-0.01057,FITB->BKNG
CVX,FFIV,0.0,0.01057,-0.01057,FFIV->CVX
WTW,BG,0.0,0.010569,-0.010569,BG->WTW
KMB,HST,0.0,0.010567,-0.010567,HST->KMB
LYV,CME,0.010566,0.0,0.010566,LYV->CME
BRO,EL,0.010565,0.0,0.010565,BRO->EL
ADBE,BEN,0.0,0.010563,-0.010563,BEN->ADBE
RJF,CRWD,0.0,0.010563,-0.010563,CRWD->RJF
JNJ,STE,0.01056,0.0,0.01056,JNJ->STE
NOW,ETR,0.0,0.010558,-0.010558,ETR->NOW
VRT,SPGI,0.0,0.010554,-0.010554,SPGI->VRT
BKNG,EG,0.0,0.010554,-0.010554,EG->BKNG
TRGP,C,0.0,0.010553,-0.010553,C->TRGP
STZ,FIS,0.010553,0.0,0.010553,STZ->FIS
TT,HIG,0.010552,0.0,0.010552,TT->HIG
NKE,IFF,0.01055,0.0,0.01055,NKE->IFF
MSCI,META,0.01055,0.0,0.01055,MSCI->META
CF,GL,0.0,0.010549,-0.010549,GL->CF
OMC,REGN,0.0,0.010549,-0.010549,REGN->OMC
TAP,PM,0.010549,0.0,0.010549,TAP->PM
RMD,ED,0.010548,0.0,0.010548,RMD->ED
RL,AWK,0.0,0.010547,-0.010547,AWK->RL
WM,FANG,0.010544,0.0,0.010544,WM->FANG
PGR,LDOS,0.010543,0.0,0.010543,PGR->LDOS
APO,DVN,0.010541,0.0,0.010541,APO->DVN
FDX,HAL,0.010541,0.0,0.010541,FDX->HAL
OKE,CRH,0.0,0.01054,-0.01054,CRH->OKE
TSLA,FSLR,0.0,0.010539,-0.010539,FSLR->TSLA
MSFT,ROST,0.0,0.010538,-0.010538,ROST->MSFT
MNST,META,0.0,0.010537,-0.010537,META->MNST
NI,APO,0.0,0.010536,-0.010536,APO->NI
WDC,ACGL,0.010533,0.0,0.010533,WDC->ACGL
VTRS,BF-B,0.0,0.010531,-0.010531,BF-B->VTRS
MLM,AVGO,0.010531,0.0,0.010531,MLM->AVGO
INTC,AMT,0.010527,0.0,0.010527,INTC->AMT
STT,ADBE,0.0,0.010526,-0.010526,ADBE->STT
PNW,GNRC,0.0,0.010526,-0.010526,GNRC->PNW
CASY,FRT,0.010525,0.0,0.010525,CASY->FRT
WEC,CCI,0.0,0.010524,-0.010524,CCI->WEC
REG,GOOGL,0.01052,0.0,0.01052,REG->GOOGL
PRU,FRT,0.010518,0.0,0.010518,PRU->FRT
TXT,CHRW,0.010518,0.0,0.010518,TXT->CHRW
MET,CME,0.010516,0.0,0.010516,MET->CME
OXY,LMT,0.010515,0.0,0.010515,OXY->LMT
MLM,OTIS,0.010514,0.0,0.010514,MLM->OTIS
CHTR,BAC,0.0,0.010514,-0.010514,BAC->CHTR
KEY,GWW,0.0,0.010514,-0.010514,GWW->KEY
LYB,CCI,0.010513,0.0,0.010513,LYB->CCI
SYK,GL,0.010512,0.0,0.010512,SYK->GL
TRGP,SYK,0.0,0.010512,-0.010512,SYK->TRGP
MLM,CHTR,0.010511,0.0,0.010511,MLM->CHTR
NCLH,DVN,0.010507,0.0,0.010507,NCLH->DVN
HON,HCA,0.010507,0.0,0.010507,HON->HCA
SHW,AXON,0.0,0.010506,-0.010506,AXON->SHW
MET,FE,0.0,0.010505,-0.010505,FE->MET
WDC,ROP,0.0,0.010504,-0.010504,ROP->WDC
ROST,IBKR,0.010504,0.0,0.010504,ROST->IBKR
AOS,APTV,0.010504,0.0,0.010504,AOS->APTV
ON,WRB,0.0,0.010501,-0.010501,WRB->ON
ON,JCI,0.0,0.010501,-0.010501,JCI->ON
PSA,ECL,0.0,0.0105,-0.0105,ECL->PSA
MTD,MPWR,0.0,0.0105,-0.0105,MPWR->MTD
INTU,REG,0.0,0.010498,-0.010498,REG->INTU
JNJ,DVA,0.0,0.010496,-0.010496,DVA->JNJ
TEL,DOC,0.010494,0.0,0.010494,TEL->DOC
KKR,ROP,0.0,0.010494,-0.010494,ROP->KKR
NOC,PSA,0.010493,0.0,0.010493,NOC->PSA
ORLY,CRM,0.0,0.010491,-0.010491,CRM->ORLY
VICI,HSIC,0.010488,0.0,0.010488,VICI->HSIC
EXPE,HAS,0.010488,0.0,0.010488,EXPE->HAS
PSX,TRV,0.0,0.010488,-0.010488,TRV->PSX
JBHT,DOW,0.010487,0.0,0.010487,JBHT->DOW
ESS,F,0.0,0.010486,-0.010486,F->ESS
ARE,DHR,0.010485,0.0,0.010485,ARE->DHR
CBRE,DRI,0.0,0.010484,-0.010484,DRI->CBRE
STT,EOG,0.0,0.010484,-0.010484,EOG->STT
OXY,WY,0.010484,0.0,0.010484,OXY->WY
JKHY,APTV,0.010483,0.0,0.010483,JKHY->APTV
GOOGL,HSY,0.0,0.010481,-0.010481,HSY->GOOGL
MOS,CCI,0.010481,0.0,0.010481,MOS->CCI
MSFT,CSCO,0.0,0.01048,-0.01048,CSCO->MSFT
WFC,DD,0.0,0.010479,-0.010479,DD->WFC
STZ,EA,0.010476,0.0,0.010476,STZ->EA
TTWO,WST,0.010476,0.0,0.010476,TTWO->WST
SHW,CHRW,0.010469,0.0,0.010469,SHW->CHRW
PG,HUBB,0.010468,0.0,0.010468,PG->HUBB
NTAP,INTU,0.010464,0.0,0.010464,NTAP->INTU
MNST,PWR,0.010464,0.0,0.010464,MNST->PWR
LEN,AME,0.0,0.010463,-0.010463,AME->LEN
META,DD,0.010462,0.0,0.010462,META->DD
SRE,EME,0.0,0.010462,-0.010462,EME->SRE
